Industry_Name,Number_of_firms,Price_Sales,Net_Margin,EV_Sales,Pre_tax_Operating_Margin
Advertising,75,1.4378471376849107,0.015049230312077553,1.39425517461175,0.023296806215407327
Aerospace/Defense,67,2.8399397461296547,0.04247276276427194,2.6457598564980995,0.053664804562859665
Air Transport,16,1.1739682755803662,-0.06441445979985023,2.668965002953316,-0.01603519543033909
Apparel,212,1.3833353413552922,0.04387689771212567,1.4201923358414592,0.05923722208086671
Auto & Truck,37,0.7081394848280691,0.023052535992455648,0.6318574238688767,0.020970431253384703
Auto Parts,210,1.4226802229545015,0.041670526271054685,1.4528495152271597,0.04411352711307549
Bank (Money Center),27,1.9856918195251991,0.44961567854787526,6.98822521548021,0.006213128623724997
Banks (Regional),37,2.1466600272650824,0.46763373360217453,15.789575333383036,1.5578787510395933e-05
Beverage (Alcoholic),45,7.8349665213430635,0.29600534454192706,7.33410522274455,0.38376880449004497
Beverage (Soft),5,7.924462034168728,0.1746656168087774,7.5945667703684085,0.20683731158456864
Broadcasting,7,2.0452648448324786,-0.040294309133098505,2.069085990543681,-0.05873773631216516
Brokerage & Investment Banking,105,4.868619747746791,0.22893637226935099,13.305732920195007,-0.00034516759585705154
Building Materials,65,1.528928091444088,0.0632600808208685,1.7368409134887195,0.07432499462042826
Business & Consumer Services,124,1.2479777112095054,0.021121828243375645,1.2979723207723781,0.031708285420208975
Cable TV,11,4.751395936599988,-0.03683705256558453,4.862160728219939,-0.03935442381251885
Chemical (Basic),284,1.0335712422477112,0.024525705342175862,1.3600189027456584,0.033574562159441046
Chemical (Diversified),5,1.8272048184054406,0.11785559253364201,2.0590182318043695,0.14183005353783823
Chemical (Specialty),244,1.7474814319749086,0.08670659434870864,1.9577216139718685,0.1192639890691068
Coal & Related Energy,39,1.1661849905014687,0.13605131155962158,1.144946417542093,0.22762733684226027
Computer Services,150,0.9971182850483601,0.013230847711629929,0.9951680387639706,0.019607778684872658
Computers/Peripherals,63,0.7659207632165721,0.022028771586049063,0.8140841025580627,0.03613666654392889
Construction Supplies,55,0.6448107273083412,0.029923693030336148,1.0972139024858123,0.04886277307081093
Diversified,15,0.3316543472081745,0.06410725888561684,2.0344880149505356,0.28327157013207127
Drugs (Biotechnology),126,7.327175926265164,0.005246622045914382,6.963609083845705,0.006462379052763111
Drugs (Pharmaceutical),274,2.660699714323743,0.08733222202756398,2.63286547725468,0.10665547528457658
Education,52,2.8156950904593243,0.14336810498997202,3.1518277432418667,0.22803213617222765
