Industry_Name,Number_of_firms,Price_Sales,Net_Margin,EV_Sales,Pre_tax_Operating_Margin
Advertising,11,0.7238516009934708,-0.02467440259138295,1.160159688765989,0.045578910045921794
Aerospace/Defense,21,0.981270381389826,0.04354536142122616,1.5499253129037518,0.07834792229433926
Air Transport,12,0.5946854951398877,0.0839252674846751,1.0718415741657061,0.11151116151907159
Apparel,8,5.297112759929281,0.11130195811541563,5.416421944453171,0.19987590730483706
Auto & Truck,4,1.1148158640226629,-1.7429178470254956,0.07145892351274793,-1.1531161473087816
Auto Parts,14,0.45923842748553484,0.0313497929786665,0.6082503875629132,0.053224138575890714
Bank (Money Center),13,3.8876043104817524,0.2743910385638243,12.051553419125332,1.2032136829736143e-05
Banks (Regional),9,2.855216961556963,0.2525819753541436,10.898668865280644,0.00025847276103953916
Beverage (Alcoholic),14,2.9373961676756,0.06865855181910868,3.5466404099521807,0.15383084420474363
Beverage (Soft),9,0.5746515011655741,-0.7765930816527684,0.9858175446281898,-0.5783829028271038
Broadcasting,12,0.6524113515457867,-0.03648302758372617,1.1512029657862939,0.11705851136556357
Brokerage & Investment Banking,21,1.5971662536514422,-0.040719578033923946,1.636204882122659,0.006696454433846272
Building Materials,8,0.49000162575191025,0.024375101609494385,0.8461143740035181,0.08589167296930664
Business & Consumer Services,68,2.858746076262098,0.0922686464387096,3.3751902739831143,0.11309540200458887
Cable TV,2,0.8400554764225203,0.12028637828922709,2.1366875150441147,0.24054614644016115
Chemical (Basic),19,0.9741981425910531,0.04304898023025404,1.3320353654781327,0.07821164805397257
Chemical (Diversified),1,1.0704016853132918,0.10279841717197598,1.3582714151507387,0.07279300822728955
Chemical (Specialty),50,0.9302157179328601,0.06268967258222857,1.3820891464819058,0.14428990857164373
Coal & Related Energy,85,3.0033697569900957,0.28858425957219547,2.688535553684764,0.4205268022426731
Computer Services,19,1.5997391381629624,0.05523961983844671,1.7068903732930147,0.10307109266821886
Computers/Peripherals,5,1.872572925133207,-0.9030976248532466,1.4743068725729254,-0.9202564797254582
Construction Supplies,9,1.66192991058462,0.08814754318516138,1.9473373461615997,0.057120223738438156
Diversified,6,5.724649327847615,0.566340113705058,7.426083486358895,0.3993513656713994
Drugs (Biotechnology),92,7.421050378286407,0.06707126710397783,8.1042719968528,0.14222289585157977
Drugs (Pharmaceutical),165,1.1707535672289633,-0.4295619378712337,2.901886124664405,-0.0071718405991541305
Education,17,2.9946428375396574,0.04703928951730649,3.4279263906976594,0.11743559064292117
Electrical Equipment,33,2.2885008514506415,-0.30155642795616117,1.8664719555144784,-0.25696328993309386
Electronics (Consumer & Office),6,5.0241811099783025,-0.6127885394609573,5.313308760097247,-0.46717904478080147
Electronics (General),45,0.7797738935643126,0.013298570054193826,0.8437546494713247,0.040335562314181006
Engineering/Construction,44,1.0097031604517799,0.01696526209809774,1.2098322362049982,0.047126588480643855
Entertainment,35,0.8658123241687564,-0.03305252097034259,1.6390661412521434,0.060674241306664135
Environmental & Waste Services,35,3.3988196233276473,0.026683824969857488,4.310814073202555,0.10044646815199126
Farming/Agriculture,30,0.555113657666404,-0.011878333658929324,0.8818723616832691,0.02606081299396423
Financial Svcs. (Non-bank & Insurance),85,3.1428823282354217,0.14589497075834743,10.68365379421837,0.15831724787074472
Food Processing,70,0.48847786732164106,0.021706726132731873,0.7662756535934765,0.05081232874866275
Food Wholesalers,5,0.2230462154254328,0.02110654382008356,0.3064905747725467,0.026573876331051453
Furn/Home Furnishings,5,1.1168113954905547,-0.0044942108470444895,1.308108622790981,0.016346739792809258
Green & Renewable Energy,24,3.5472850342019946,0.06495779147992622,6.053145172006577,0.18299468149323928
Healthcare Products,54,3.946998740766494,0.00024391563076829294,4.4663114440346465,0.07452071521292745
Healthcare Support Services,35,0.9901147037263771,0.016279191261808327,1.258205907945189,0.05521035068191426
Heathcare Information and Technology,55,15.47498260571019,-0.4362214437412461,15.135786610218902,-0.48438681425204827
Homebuilding,4,0.3514115147222503,0.001487402610543356,0.45122542815843525,0.006166935009818559
Hospitals/Healthcare Facilities,15,1.2538866933527262,0.05237064839142838,2.2190427760328206,0.040467570930844514
Hotel/Gaming,31,2.844352960720328,-0.04184374478998914,2.983197237143772,0.14358410722833034
Household Products,8,1.4864029476485336,-0.01134025894273579,1.5053784350852055,0.0129778414615424
Information Services,4,2.0146971752806215,0.03343931170593314,2.6619868632046377,0.16379055137535461
Insurance (General),4,4.397060525402152,0.11929811364425413,4.9137376790921365,0.24385586656555577
Insurance (Life),11,1.1094493211964251,0.1432464055386045,1.2174057358663457,0.2534419016045027
Insurance (Prop/Cas.),8,1.093766437760126,0.08173928167139752,1.3945777200586804,0.1317607281648476
Investments & Asset Management,195,1.1525931520079111,0.05847507438003743,3.030226701434305,0.22151449725702546
Machinery,30,1.9778317844515856,0.01875393222486077,2.233049947035065,0.09024557586950827
Metals & Mining,1275,2.9408975814730027,0.12447501600283206,3.243034285148831,0.24845391506473335
Office Equipment & Services,1,0.1675925925925926,-0.11944444444444444,0.8379629629629628,-0.025925925925925925
Oil/Gas (Integrated),4,0.901617715095694,0.11378777265361001,1.0565786792608727,0.15183452494221317
Oil/Gas (Production and Exploration),228,2.239268690586157,0.23143475465494884,2.603744818305956,0.2893477699654613
Oil/Gas Distribution,7,2.21299003388266,0.0581099069716972,4.008323624131564,0.19428936164859165
Oilfield Svcs/Equip.,33,0.28028855288844284,0.013396340954240103,0.4234916588258312,0.025995616374431298
Packaging & Container,6,1.0821679847070302,0.06531240332828328,1.3171522396110127,0.10504398315235067
Paper/Forest Products,18,0.7233143173866774,-0.031108043091767894,0.836235302793307,-0.022171144023215218
Power,19,1.5654961331372002,0.09519109606600103,2.7921478228357834,0.15276093743211352
Precious Metals,682,3.8720378441066603,0.061699051715427736,3.9483516708399033,0.13538056916667918
Publishing & Newspapers,6,0.3945085637441073,-0.11701961016122597,0.8682324313264733,-0.018827588394777897
R.E.I.T.,53,5.782364223786315,-0.18701000412413976,11.735155829011692,0.567890204985217
Real Estate (Development),13,2.7444935572148634,0.12120410729682479,4.380023488579767,0.19493280334903992
Real Estate (General/Diversified),3,5.566601507958671,0.1360513822954482,8.521977101368334,0.3367774364702597
Real Estate (Operations & Services),34,1.8251804728251462,0.010483885650475954,3.1681798860088692,0.13336990352685382
Recreation,17,0.8903922886096605,0.12104258249607396,1.059256683132713,0.12223438402077601
Restaurant/Dining,22,3.1611790782944893,0.13424810099532164,4.785733227842359,0.25193677326141256
